transaction_id;client_id;date;hour;minute;product_id;quantity;store_id
6011959789414324;3584307072376962;2023-11-25;19;28;4350178969793282;3;213151497228118
4155246574493;675970471545;1999-01-01;19;23;4658974428389954;2;639025595690
30149122394660;4887208959033563;2023-11-25;19;23;3561589471058187;2;676348848653
38167940080545;6532770494612791;2023-11-25;19;24;4952875705208622;5;372933794949885
4546391336888;4430157298501545;2023-11-25;19;48;2689659614733589;5;349788575114871
36703607685861;180094835169140;2023-11-25;19;29;5163234579726214;2;4279246846108715
2273403076884388;4641589908109;2023-11-25;19;5;4315782652609475;3;379464897650652
4619851706815;374525003323551;2023-11-25;19;45;30280542376688;5;2708972339436348
3512606645726372;5396699060711140;2023-11-25;19;58;6011672210129300;2;4682858957500596
213193652614765;4106545588195003006;2023-11-25;19;35;4269988140750542;4;503843045918
3560507845177591;4292588588862376251;2023-11-25;19;12;30392251034281;4;30204288801758
213120110765889;2263818190129984;2023-11-25;19;27;6596141743076779;2;4279246846108715
4440877597232728;38188948491948;2023-11-25;19;13;30289745460389;5;4168704593076572910
6011513259455968;4954054745967;2023-11-25;19;32;3524760373141746;2;4793609466434
30118317485153;2287191025918258;2023-11-25;19;9;3519703668622126;1;3585959166176689
3525673140832092;4486494428235;2023-11-25;19;36;060404286456;5;2708972339436348
344952932749366;2222903944761140;2023-11-25;19;26;3549297984463590;5;676278431058
213104554163892;3554877892736310;2023-11-25;19;33;4579370953857075;4;343467395442806
4608603143853207;343167143703661;2023-11-25;19;58;630412871604;4;3572095351152444
3538556545234847;180058514253988;2023-11-25;19;22;378682137722582;2;676247665430
347613163479191;060469624625;2023-11-25;19;14;3536691985735383;3;3561934145164427
3547759151300071;5501356595996504;2023-11-25;19;20;3506019873577616;2;4788063003775978
581576094451;4837023474041517;2023-11-25;19;14;3527636901898907;5;349788575114871
38942230571563;2338715058987803;2023-11-25;19;26;30292881426909;4;3572095351152444
213129032680563;3567694096183008;2023-11-25;19;54;4817317035242162649;2;676247665430
4617830727099811;30103398317558;2023-11-25;19;35;2293863074815195;5;4793609466434
4702541772693558;3570151141298625;2023-11-25;19;40;213140711071545;3;3541084316409501
4011543575399546;3590980269879535;2023-11-25;19;20;3511989589815703;4;4872058026985746936
377689438203692;676168593330;2023-11-25;19;36;4098968077344359;5;2708972339436348
349223946871629;4577000493903841526;2023-11-25;19;37;3516907501358847;4;3561934145164427
4951320891088;30370814686532;2023-11-25;19;0;3584434894098820;2;2227038929805094
374899593866836;4451974662851;2023-11-25;19;51;3572194762194721;5;4683625287967864205
36570515880490;30410079959263;2023-11-25;19;29;4989021399837;4;4044611508927039
4169544360435291356;4609258204910;2023-11-25;19;1;2706969114190191;2;4279246846108715
4771281739157746;377680933577383;2023-11-25;19;19;4006330415463104236;0;4187214098379
4481558569735;4551061365654;2023-11-25;19;31;30491798841826;2;349788575114871
4862051720405754;6584786928939854;2023-11-25;19;35;30144911719342;2;4397925116705733
4837041523628296645;340217867296948;2023-11-25;19;17;180002358479648;1;213151497228118
571334773462;4451463519257;2023-11-25;19;5;5535455653915867;1;4910033669017
6527974115119775;3506688414761812;2023-11-25;19;47;6011178991645811;3;675970708342
3555514021313187;4880584716410691;2023-11-25;19;24;4308975764805374;2;4872058026985746936
6011013498309019;585806650487;2023-11-25;19;51;4730272258869951;1;2289192660564207
578177984429;4856195463435052;2023-11-25;19;34;370528434126100;2;2289192660564207
2585523210379681;4699299652843737639;2023-11-25;19;59;501847084842;2;4793609466434
38122950826824;213100353309751;2023-11-25;19;35;6011490463389715;1;4788063003775978
4497720162490207611;4989901580093371;2023-11-25;19;59;4612885040058549068;2;180064829299005
4460538796035537;373708404821651;2023-11-25;19;1;3502815591349681;3;2227038929805094
676337307703;4227600626587014;2023-11-25;19;42;503863872449;4;4788063003775978
38187993080192;4808750243351802;2023-11-25;19;38;4789696917748695;3;503870365270
377800413670876;3566132806922499;2023-11-25;19;24;373385082375464;4;2289192660564207
30509259626582;2715657900841916;2023-11-25;19;56;3577641816841660;1;639025595690
4119063505336385485;6534175416213389;2023-11-25;19;29;4460972625785345;5;675992987494
3512677582763702;4396290268472313915;2023-11-25;19;42;4229147099108892;5;343467395442806
3506654906309536;36286824784881;2023-11-25;19;47;639017458550;2;4838253726948624450
676260131294;4474361780839;2023-11-25;19;45;6548361733569729;2;4682858957500596
213146881876191;5579397607159936;2023-11-25;19;15;180073607459335;2;639025595690
30273018482205;180024887837310;2023-11-25;19;19;3594847736940693;2;372933794949885
376287191390722;30490291575584;2023-11-25;19;29;180016848011910;4;4683625287967864205
3577546400379425;213103398285531;2023-11-25;19;1;6502117656859339;2;372933794949885
213198034541859;6530755753339204;2023-11-25;19;32;4599973161254278;4;3582615269592346
213139840834880;2294759232636466;2023-11-25;19;34;213176432980721;5;3585959166176689
4627925290835316;3546538103019935;2023-11-25;19;23;2719003002234187;3;4788063003775978
213155829012314;180052919367816;2023-11-25;19;19;3569735819740380;5;675970708342
4081896879997242706;586392039796;2023-11-25;19;44;180061100569080;1;3541084316409501
3591070883886667;30195943425084;2023-11-25;19;35;6595863368611363;3;4438835056941647
