# Transactions for 2023-11-29:00
transaction_id;client_id;date;hour;minute;product_id;quantity;store_id
4619729707003;3504553216163835;2023-11-29;8;23;4920197660121875;3;4044611508927039
4067121869804373;502003945339;2023-11-29;8;43;375977599287311;3;4872058026985746936
4170178683231617;341279351766892;2023-11-29;8;37;4606551550601597;1;3561590953381915
4657399796539284815;38151455984796;2023-11-29;8;50;213113258349632;3;4612215524337637
4142382659832359;4693402720090275;2023-11-29;8;17;373420901655331;5;4279246846108715
6585499199875877;4100499615080;2023-11-29;8;38;4025611699748;1;3561934145164427
676158242609;38799168286550;2023-11-29;8;7;503826101290;1;2223722682655721
180011312675605;2237984212040329;2023-11-29;8;18;30306466963605;3;379464897650652
6547438286067805;2225208530388317;2023-11-29;8;15;6537126634601704;4;4044611508927039
4506189845698;341658702295216;2023-11-29;8;5;6011063346000609;2;4397925116705733
3533093127099906;3587620766680235;1999-01-01;8;27;2703258389386640;2;675992987494
3596766848301792;4901717728146;2023-11-29;8;26;180060775047190;3;675992987494
3593777820837458;30420290965213;2023-11-29;8;39;676352881335;4;3582615269592346
3578196611918949;2237890670261168;2023-11-29;8;59;180043628298038;5;675970708342
2511712775882085;3507151809883559;2023-11-29;8;59;3562412909737406;2;3572095351152444
344413541307005;6574055973394650;2023-11-29;8;49;375597956209128;4;379464897650652
4241811321057052;30298918193545;2023-11-29;8;57;180007770026216;4;3572095351152444
3599934683327267;372429688451682;2023-11-29;8;8;4951651478939011;3;4788063003775978
3516223161120869;30400253705251;2023-11-29;8;4;4227980710591597;0;213151497228118
30451603025882;501831148686;2023-11-29;8;46;342148289552022;3;3561934145164427
374470772063999;6564510358254970;2023-11-29;8;10;4225086882916190;5;3596298136120775
213161813804641;30216166229613;2023-11-29;8;50;4921271046652381458;5;4612215524337637
4481615340981034718;3516224604825833;2023-11-29;8;42;578031252336;5;676348848653
340264789395051;341896266608552;2023-11-29;8;24;2268241543027737;2;4793609466434
4900701924613751;3548853929311772;2023-11-29;8;7;4154622722917181;3;4403298626293355892
6011313868932477;4508170345225;2023-11-29;8;10;3593731675662701;5;676348848653
3502977674615675;5421049806527716;2023-11-29;8;25;3536168541891240;4;4612215524337637
4356129804104155;343844701807817;2023-11-29;8;47;341532545688855;1;4851133210288
36245341128063;4671904397385058;2023-11-29;8;53;4320762608592;2;4795003133817
6011590477861441;4895259738549;2023-11-29;8;31;4610303718349530652;3;372933794949885
2282683462447754;372840052403762;2023-11-29;8;27;341096785239266;5;3596298136120775
2550305924740130;349642842579848;2023-11-29;8;46;6011100732834108;2;4872058026985746936
4576364324710427617;373731283463742;2023-11-29;8;42;3577632107841741;1;676278431058
4173256576210273;30574258790946;2023-11-29;8;38;4502900431607586764;1;213197174154085
6584190947048245;180055353954825;2023-11-29;8;36;370265376948148;5;676278431058
4816806303224733;4732544746219009;2023-11-29;8;0;3512719061486551;1;3596298136120775
213192797542543;6011836372467770;2023-11-29;8;41;213158434941216;4;180064829299005
30155620525606;4023146793284;2023-11-29;8;53;676171098194;3;372933794949885
4054840719303113;5505562203247042;2023-11-29;8;44;348371982770345;2;4838253726948624450
30460431504034;346404136404446;2023-11-29;8;43;30041778915320;1;572022029928
376292114229833;2714995252573252;2023-11-29;8;3;5481724637735731;5;572022029928
346249632083776;3541665312167968;2023-11-29;8;58;4407871864248;2;4279246846108715
4343875354354014;4759574646854;2023-11-29;8;57;374470144801712;1;2227038929805094
501830941172;4863174667306311336;2023-11-29;8;14;3554956710024719;4;675992987494
30585140569264;213170706416892;2023-11-29;8;27;4105594503169375;3;379464897650652
213127979299785;2266240452724336;2023-11-29;8;6;565976319055;4;572022029928
345728425947801;30272666953855;2023-11-29;8;32;5538173218668049;3;676247665430
30253115489469;6011746394590303;2023-11-29;8;13;3589556101630626;3;4397925116705733
502001845242;572546580158;2023-11-29;8;53;4070937049640402;0;213133979050434
4184450782964;675942059964;2023-11-29;8;50;3544870184794595;4;30332937175694
675928833523;180084337074658;2023-11-29;8;41;2246889912419278;5;4682858957500596
2613524493193464;3518651252831028;2023-11-29;8;18;4477486295302;2;676348848653
4847552971517;4801737464617836;2023-11-29;8;49;3563178714959555;1;584412436415
4152437999679956;581902755965;2023-11-29;8;16;4408108718634943;3;3585959166176689
4726590825728103;372883021595128;2023-11-29;8;41;4002994808082949963;4;3585959166176689
3506088809713637;343975251450283;2023-11-29;8;26;4703437456002;2;6586546991167009
344783966610509;675960495215;2023-11-29;8;42;4885270190619545;3;639025595690
3592522210680071;4207725437849;2023-11-29;8;11;4379287789208012;5;4168704593076572910
4210296996886661;4763720496702897;2023-11-29;8;19;372039718643453;4;2227038929805094
349695682812554;3524221787036659;2023-11-29;8;49;630489782304;3;4168704593076572910
213111029985569;2711450161531150;2023-11-29;8;11;4673524280110765;2;4795003133817
30387169436206;5288832082197862;2023-11-29;8;32;2719104379727454;3;2577605306039822
3540262018052842;2275782251566953;2023-11-29;8;21;2276088186834774;3;180064829299005
2269975344519728;4328762439006687;2023-11-29;8;8;30354010314578;4;372933794949885
4814356402017169986;6554107256083577;2023-11-29;8;8;4264141385062158;2;503843045918
30474578718976;4271438240431100988;2023-11-29;8;23;4253020490755435633;1;4044611508927039
580626322169;6011877899252931;2023-11-29;8;58;38104186743619;4;213197174154085
4893211768933561525;4695905703810673;2023-11-29;8;16;4034875832268;1;3561934145164427
2242191857038641;2406334038470786;2023-11-29;8;33;4706651436611130;1;213151497228118
4658391491677889221;5183419454998535;2023-11-29;8;38;3584686635861515;5;4279246846108715
3506475204155458;6011540490508180;2023-11-29;8;26;38452833777385;2;4793609466434
581389263350;4888460892015;2023-11-29;8;6;3566840887172582;4;4168704593076572910
4535455640646594;6011967724825561;2023-11-29;8;19;4805269414783;1;4862766377469395
2702165497558971;3589265043781964;2023-11-29;8;17;4988906355955721;2;2227038929805094
4910845881536865;345625834155317;2023-11-29;8;6;501871971922;3;343467395442806
3562735122142164;4264122658696039;2023-11-29;8;15;4898319054074407;3;3541084316409501
4044958035748325;3509728602855807;2023-11-29;8;20;341328412913983;1;4438835056941647
3586904011116455;213181586485816;2023-11-29;8;30;4722122595556656;2;4872058026985746936
4059587693736785;5118838553679003;2023-11-29;8;32;4015626577004135;4;4699616811080275
213101828637438;3521849045131590;2023-11-29;8;35;4538853798516512003;1;4699616811080275
4539811854953942;4233765457349;2023-11-29;8;20;4320043767654;1;3596298136120775
2579614640230236;340147135588323;2023-11-29;8;12;4755964825725762784;5;4862766377469395
4072445983594989;213187762287322;2023-11-29;8;11;4016800681854722;4;572022029928
