# Transactions for 2023-11-24:00
transaction_id;client_id;date;hour;minute;product_id;quantity;store_id
180032102476368;3550598265119363;2023-11-24;8;32;30481737706644;2;572022029928
4317785658499500;3552176400293506;2023-11-24;8;15;30546270871581;4;639025595690
4754714067350;30440357098930;2023-11-24;8;9;3552796438038399;4;675992987494
4252281538941850;373785620436555;2023-11-24;8;22;6011831398138109;5;4793609466434
30541382763313;4761085151623875;2023-11-24;8;7;6011964377358669;2;213133979050434
4611301497774993905;3537088340891952;2023-11-24;8;22;589008521769;4;2227038929805094
4651072274418458675;3504221424575071;2023-11-24;8;51;6011506864583414;1;3582615269592346
4439557524094622;503865089125;2023-11-24;8;38;4783399991014;1;3582615269592346
4412522841555382646;374981479151101;2023-11-24;8;43;379262489776988;5;676348848653
30374366029265;38183874450984;2023-11-24;8;32;36860911947864;4;2223722682655721
3566849422518597;4986640853947;2023-11-24;8;38;213168452662404;1;3572095351152444
2260486684964598;3561223395544714;2023-11-24;8;42;3542664697700021;1;584412436415
342668628660889;3501925520571957;2023-11-24;8;41;501804595376;1;4683625287967864205
6511584707248524;3516714544381897;2023-11-24;8;38;377410008052678;4;4612215524337637
4730276418456047;30406422647597;2023-11-24;8;10;568325951164;2;4795003133817
563110798706;213135478347724;2023-11-24;8;5;639098202398;5;4612215524337637
4972068406916075;4557154838788;2023-11-24;8;23;4609341113700845434;1;503870365270
342711260023170;30341340583592;2023-11-24;8;28;4656353206886;1;2227038929805094
3561936171190762;2354798694049906;2023-11-24;8;24;3585580783049214;2;3585959166176689
213181836319799;4857242932183;2023-11-24;8;8;36410657976360;4;6586546991167009
4895515703470804;502077196660;2023-11-24;8;47;676189423095;4;3561590953381915
6537421857009366;345243377811278;2023-11-24;8;30;3554202273780557;3;4851133210288
4613840358746824;36649994803130;2023-11-24;8;43;4496625507712682;4;639025595690
373297833145031;4595867218284714;2023-11-24;8;24;6011268695444510;1;180064829299005
5445957362191721;501873724030;2023-11-24;8;51;4387815839555727695;4;379464897650652
675927098136;6011074395510786;2023-11-24;8;43;578031252336;1;5261111987144241
4204776242023797255;2248342214282588;2023-11-24;8;58;501876524338;4;3541084316409501
3598615498354031;6011710853730966;2023-11-24;8;24;581775646358;4;3541084316409501
5189968632073409;213144888781035;2023-11-24;8;59;3553857079321277;2;3596298136120775
344653693110232;4822514410974406814;2023-11-24;8;35;6575142729650186;2;2708972339436348
343908955692934;4505493608117828457;2023-11-24;8;2;4911810293783871937;3;4279246846108715
