transaction_id;client_id;date;hour;minute;product_id;quantity;store_id
3519249914943718;349439346000995;2023-11-29;16;50;30058291364927;5;4838253726948624450
30412579079097;6518809767674654;2023-11-29;16;49;213193531997670;4;213197174154085
3539100320338124;4862565530952;2023-11-29;16;3;4509576770387311;3;4044611508927039
4447953893850845;3507313967764944;2023-11-29;16;19;6011594308527965;1;676348848653
3554742043649517;345484454820986;2023-11-29;16;11;30177456404896;3;675970708342
4358455161794101863;180005488802191;2023-11-29;16;9;587239985803;5;2289192660564207
341440766614347;377488030074902;2023-11-29;16;10;347653727663278;1;2223722682655721
4467091521975372;5180471524149659;2023-11-29;16;13;377301331102928;3;6586546991167009
4864655337919391;6011960807141246;2023-11-29;16;25;348617901807364;0;3561590953381915
3597404859069657;4131280482185503893;2023-11-29;16;37;4048673530702091;2;2227038929805094
4980659174378858753;5133770272933968;2023-11-29;16;21;2411744994768085;3;4397925116705733
30120663866176;3527773455289694;2023-11-29;16;25;4656353206886;5;4838253726948624450
4752619581501640670;4889818335046270900;2023-11-29;16;21;36304729498844;2;2223722682655721
38634107798193;30468140697338;2023-11-29;16;17;3560288969935094;1;3572095351152444
213182689462702;4655311367294917947;2023-11-29;16;20;4666490400151;4;584412436415
3547808922337928;3547160767759331;2023-11-29;16;5;30116585005273;1;349788575114871
30532907636357;3527086677189117;2023-11-29;16;14;377301331102928;3;676348848653
5392990664226625;4165915716887;2023-11-29;16;41;4350178969793282;3;676348848653
3524076638755869;5371751358327045;2023-11-29;16;55;4814593030232872;3;4793609466434
343488991079628;6011867587818317;2023-11-29;16;53;3583537627734502;1;572022029928
6596279782056649;3504706813493688;2023-11-29;16;24;4864080132304532707;2;4168704593076572910
4077559736247201;5553053336073506;2023-11-29;16;57;573950924080;1;676247665430
180096620307843;4048736207425278;2023-11-29;16;6;213130632187595;4;4699616811080275
675981401754;3505128443165926;1999-01-01;16;49;3508673073217288;4;3541084316409501
6011465796384435;6572197477127665;2023-11-29;16;56;213157347619174;2;2223722682655721
676366386461;4751347450474;2023-11-29;16;35;4273478386468;1;3561590953381915
344920868212865;4867269867973054;2023-11-29;16;52;581848805429;5;3561590953381915
6565493116902272;30083547298877;2023-11-29;16;32;4082796151292;4;5261111987144241
4418032537869126;4965889466550275;2023-11-29;16;37;372550442430231;2;2223722682655721
30478328853561;30435175829003;2023-11-29;16;26;4081634970218541;5;4612215524337637
6557412615420594;30115159398288;2023-11-29;16;13;4333153287743204;1;4851133210288
38752049526785;3579784420170882;2023-11-29;16;48;4106459339439;4;4279246846108715
3589163603474403;5427383333431447;2023-11-29;16;19;4603390350549587479;4;4168704593076572910
4819616123297349;2239815544996408;2023-11-29;16;56;4166166776182;1;4187214098379
2239006778343174;3578436699099232;2023-11-29;16;56;3501032219466365;2;372933794949885
4995622767573132;4309445283949;2023-11-29;16;47;582710372241;1;4699616811080275
4007524515757106;3586091571968457;1999-01-01;16;42;563559954026;3;639025595690
5301672290060574;4154171175520910;2023-11-29;16;20;6011964842286784;1;4795003133817
2311817472074084;4727401582386;2023-11-29;16;24;060441144882;1;503870365270
4117642692827034;30121997803356;2023-11-29;16;16;4744562407378;5;676247665430
6588297601786709;4078726370398031940;2023-11-29;16;34;4013355365547250941;1;4438835056941647
3541570696210824;4804346839358196;2023-11-29;16;41;3565359594409741;1;572022029928
4340096838905978262;2252289672785615;2023-11-29;16;14;4181803613077742;4;3541084316409501
581327519913;375256370930740;2023-11-29;16;35;4690269464138534;3;4793609466434
4209538114650989;6011777939479488;2023-11-29;16;29;4782876596791;5;213133979050434
4480210291507961374;3538415347568599;2023-11-29;16;0;3555188906117441;1;3561934145164427
213147824363784;3562958467955061;2023-11-29;16;48;6501350578677627;1;4612215524337637
4414152801170078;373296163644712;2023-11-29;16;57;639079368960;5;4397925116705733
378329990571108;4778723364448604;2023-11-29;16;56;4166098727227841;1;4187214098379
30353840541715;213133643253877;2023-11-29;16;26;4729442894704093;1;2289192660564207
5430427308055726;6011971230290070;2023-11-29;16;55;4252617705671;5;4044611508927039
180039135358448;36940344644732;2023-11-29;16;18;340190038470066;1;2227038929805094
060458741430;6011844215261939;2023-11-29;16;2;4417579513381154;1;675992987494
3540429305672653;30080583059700;2023-11-29;16;16;4671410576912878;1;4682858957500596
4551148771929686;213198028833700;2023-11-29;16;55;4883224946423429645;2;4793609466434
3526316041728261;4596135066580;2023-11-29;16;10;4487210008764;1;4683625287967864205
676232658549;6569633690878986;2023-11-29;16;24;370044057043994;5;2227038929805094
4848032157753527;30533667328094;2023-11-29;16;5;6547392737261980;4;213151497228118
