transaction_id;client_id;date;hour;minute;product_id;quantity;store_id
213120360641319;4570496144034097480;2023-11-30;19;34;3514919204501153;4;584412436415
372553047472624;2232269767146183;2023-11-30;19;52;4612885040058549068;1;3561934145164427
6522158276162320;676383211452;2023-11-30;19;27;2267564266471563;2;4862766377469395
4697110537234426;3505812232547440;2023-11-30;19;27;3567427347605747;2;4279246846108715
213160515409683;4273354707454206187;2023-11-30;19;3;3581411725748420;3;379464897650652
4753531435315234;3532090413003817;2023-11-30;19;32;675912552824;3;6586546991167009
2302512285997867;6011531991432079;2023-11-30;19;24;30121588370385;3;3572095351152444
347306506286361;30135119432209;2023-11-30;19;30;4783949280422729;2;639025595690
213118900418214;4842817667418975082;2023-11-30;7;27;676145309404;2;2577605306039822
4364625874004662;36808849512342;2023-11-30;19;50;4098968077344359;2;4168704593076572910
6011257230474819;376757073269301;2023-11-30;19;14;3527996333109327;5;3561590953381915
375545662083428;4528331323637359;1999-01-01;19;40;3582188320451738;3;3541084316409501
30396070885260;5155746475935128;2023-11-30;19;22;3597316452613428;3;6586546991167009
676267430954;4056667224958;2023-11-30;19;24;4072318455784430;3;3582615269592346
371498084661732;342673524588788;2023-11-30;19;20;4030044637756226;2;349788575114871
4947316067824;4577313432166298;2023-11-30;19;10;4244121822790053;4;3561934145164427
060412858890;4805980787888595;2023-11-30;19;34;375916733744712;1;4044611508927039
2293514537729115;3506597706373790;2023-11-30;19;58;4969546861960329;5;639025595690
630474677386;4711787958684044775;2023-11-30;19;55;4701473682655884;2;372933794949885
501811238473;2718065826315295;2023-11-30;19;34;373385082375464;3;372933794949885
370309567519290;6011854565123969;2023-11-30;19;6;4518688743253469;1;676278431058
3583164610662978;3548769454739643;2023-11-30;19;20;375190806506438;3;5261111987144241
3566691943485736;4365163839596353844;2023-11-30;19;33;6557763090728632;4;349788575114871
347203191301862;4372347161661084;2023-11-30;19;33;180090541975838;2;5261111987144241
2701750991713536;2631814461129006;2023-11-30;19;7;6538487808466269;5;4612215524337637
4376595227818017;2469819586771043;2023-11-30;19;49;4559212209431533;2;4851133210288
4177888689595;4120921003999566;2023-11-30;19;56;6011950513800722;5;3582615269592346
180022487062776;3560919616877368;2023-11-30;19;50;3525336705697249;3;503843045918
3525557285974068;379076685707161;2023-11-30;19;40;30163078460201;5;572022029928
379243423832947;4547531003090954;2023-11-30;19;28;4660268059399875053;2;4910033669017
3506801731136432;341230099575186;2023-11-30;19;27;4038875015998282;5;3572095351152444
3579628173983639;4098366752483;2023-11-30;19;5;376566213445642;0;503870365270
4447373196624535641;4782016059619;2023-11-30;19;34;30018611823937;1;572022029928
5186630528851263;3516437737459334;2023-11-30;19;8;2239593759616942;1;3572095351152444
5158631892198145;5389749511192710;2023-11-30;19;6;349756727121383;5;4682858957500596
3565191474141502;3558587999474519;2023-11-30;19;55;4074984122781681237;3;2227038929805094
6556833008907502;4202726310844855;2023-11-30;19;36;213153438068793;3;2223722682655721
341031284520155;4797369019235632777;2023-11-30;19;50;3557571866883235;4;572022029928
4474821132865792932;639050797609;2023-11-30;19;29;4774724374489;3;379464897650652
6567931721973434;4877351398794;2023-11-30;19;45;4725683138396196;4;4795003133817
6577687760832588;4028088018254826;2023-11-30;19;19;30436960024628;1;639025595690
6530134626492865;38687252130414;2023-11-30;19;2;4674445742791258;5;213133979050434
4316137412843;2351103749082338;2023-11-30;19;50;180066323968464;4;5261111987144241
6011621132387470;3529940498384521;2023-11-30;19;39;3568259701131104;2;213197174154085
4112254579369;341953295121683;2023-11-30;19;57;4031251224620280;1;584412436415
213168878525243;3521291894789691;2023-11-30;19;22;372713580124863;2;4793609466434
2304387233380914;30145551955542;2023-11-30;19;40;4052902953598147;4;503843045918
213147577414255;345353718088500;2023-11-30;19;44;4004777148479530251;2;180064829299005
4102531024703178;6571647276835380;2023-11-30;19;34;3533061530140500;5;3582615269592346
3514001591135539;6011813583089370;2023-11-30;19;3;30376843343011;4;4872058026985746936
4801305898928995;180026518008666;2023-11-30;19;45;213150881396804;1;676247665430
4215544427248;3557122756011741;2023-11-30;19;51;6559562488828014;1;213133979050434
4694077336408;3533486265448143;2023-11-30;19;11;4709083573133271179;0;379464897650652
4048864754278575;571250767738;2023-11-30;19;27;5167518057983362;2;5261111987144241
4616878367795;6595151167652030;2023-11-30;19;19;4676330634979012184;4;4682858957500596
30154730978490;503830400779;2023-11-30;19;6;4455326379366561;2;2708972339436348
2257843412967175;30475573411152;2023-11-30;19;56;676343428451;1;4838253726948624450
4204699117937864009;6510637364460187;2023-11-30;19;18;345932121464497;5;6586546991167009
501831145971;4640282293350081708;2023-11-30;19;37;377240901687696;4;3561934145164427
676375405716;4521528665989366;2023-11-30;19;14;4541409052654408;3;213197174154085
6576508286089266;4651232057359906;2023-11-30;19;35;4567662135249787109;1;4699616811080275
180083723140578;3502289712185947;2023-11-30;19;59;4349500796753011;5;4397925116705733
2230910196856437;213143975246704;2023-11-30;19;19;3544870184794595;5;4793609466434
676198759497;2438829077605723;2023-11-30;19;55;4593728160751610653;4;379464897650652
676228726102;4236301952667756;2023-11-30;19;15;4571021680983571;2;675992987494
675934775718;3545228988538552;2023-11-30;19;37;4475236227461462;3;676348848653
4452623079434803;6581893428438081;2023-11-30;19;53;3546091019227911;1;372933794949885
3553771949597976;4045836317174809;2023-11-30;19;45;6516382321422731;4;4838253726948624450
3553449609798974;4443315173631;2023-11-30;19;34;4700644566582508;5;2289192660564207
